"id","left_name","right_name","left_odds","right_odds","weight_class","date","fight_id"
6206,"John Moraga","Dustin Ortiz",-220,190,"125","2014-01-15",5116
6207,"Cole Miller","Sam Sicilia",-135,-105,"145","2014-01-15",5117
6208,"Ramsey Nijem","Justin Edwards",-155,135,"155","2014-01-15",5118
6210,"Trevor Smith","Brian Houston",-140,120,"185","2014-01-15",5120
6212,"Vinc Pichel","Garett Whiteley",-160,130,"155","2014-01-15",5122
6214,"Tarec Saffiedine","Hyun Gyu Lim",-220,180,"170","2014-01-04",5124
6215,"Tatsuya Kawajiri","Sean Soriano",-120,-110,"145","2014-01-04",5125
6218,"Max Holloway","Will Chope",-250,200,"145","2014-01-04",5128
6219,"Katsunori Kikuno","Quinn Mulhern",-175,145,"155","2014-01-04",5129
6220,"Royston Wee","Dave Galera",170,-200,"135","2014-01-04",5130
6221,"Mairbek Taisumov","Tae Hyun Bang",-350,300,"155","2014-01-04",5131
6222,"Dustin Kimura","Jon Delos Reyes",-370,300,"135","2014-01-04",5132
6223,"Russell Doane","Leandro Issa",110,-130,"135","2014-01-04",5133
6224,"Chris Weidman","Anderson Silva",145,-175,"185","2013-12-28",5134
6225,"Ronda Rousey","Miesha Tate",-650,450,"135","2013-12-28",5135
6226,"Travis Browne","Josh Barnett",160,-165,"265","2013-12-28",5136
6227,"Jim Miller","Fabrício Camões",-420,315,"155","2013-12-28",5137
6228,"Dustin Poirier","Diego Brandão",-250,205,"145","2013-12-28",5138
6229,"Uriah Hall","Chris Leben",-340,260,"185","2013-12-28",5139
6232,"John Howard","Siyar Bahadurzada",130,-155,"170","2013-12-28",5142
6233,"William Macário","Bobby Voelker",125,-145,"170","2013-12-28",5143
6235,"Demetrious Johnson","Joseph Benavidez",-145,125,"125","2013-12-14",5145
6236,"Urijah Faber","Michael McDonald",-150,120,"135","2013-12-14",5146
6237,"Chad Mendes","Nik Lentz",-900,600,"145","2013-12-14",5147
6238,"Joe Lauzon","Mac Danzig",-175,150,"155","2013-12-14",5148
6239,"Ryan LaFlare","Court McGee",-130,100,"170","2013-12-14",5149
6240,"Edson Barboza","Danny Castillo",-300,250,"155","2013-12-14",5150
6241,"Bobby Green","Pat Healy",135,-155,"155","2013-12-14",5151
6242,"Zach Makovsky","Scott Jorgensen",200,-250,"125","2013-12-14",5152
6243,"Sam Stout","Cody McKenzie",-275,235,"155","2013-12-14",5153
6244,"Abel Trujillo","Roger Bowling",125,-145,"155","2013-12-14",5154
6267,"Georges St-Pierre","Johny Hendricks",-215,180,"170","2013-11-16",5177
6248,"Ryan Bader","Anthony Perosh",-600,500,"205","2013-12-06",5158
6249,"Soa Palelei","Pat Barry",155,-170,"265","2013-12-06",5159
6250,"Clint Hester","Dylan Andrews",125,-150,"185","2013-12-06",5160
6251,"Bethe Correia","Julie Kedzie",155,-170,"135","2013-12-06",5161
6252,"Takeya Mizugaki","Nam Phan",-325,275,"135","2013-12-06",5162
6253,"Caio Magalhães","Nick Ring",155,-200,"185","2013-12-06",5163
6254,"Justin Scoggins","Richie Vaculik",-350,270,"125","2013-12-06",5164
6255,"Krzysztof Jotko","Bruno Santos",190,-220,"185","2013-12-06",5165
6256,"Alex Garcia","Ben Wall",-700,500,"170","2013-12-06",5166
6258,"Julianna Peña","Jessica Rakoczy",-250,200,"135","2013-11-30",5168
6259,"Chris Holdsworth","Davey Grant",-215,175,"135","2013-11-30",5169
6260,"Jessamyn Duke","Peggy Morgan",-250,200,"135","2013-11-30",5170
6261,"Raquel Pennington","Roxanne Modafferi",-450,350,"135","2013-11-30",5171
6262,"Akira Corassani","Maximo Blanco",130,-170,"145","2013-11-30",5172
6263,"Tom Niinimaki","Rani Yahya",-115,-120,"145","2013-11-30",5173
6264,"Jared Rosholt","Walt Harris",-245,225,"265","2013-11-30",5174
6265,"Sean Spencer","Drew Dober",-220,190,"170","2013-11-30",5175
6266,"Josh Sampo","Ryan Benoit",-130,110,"125","2013-11-30",5176
6269,"Robbie Lawler","Rory MacDonald",330,-430,"170","2013-11-16",5179
6270,"Tyron Woodley","Josh Koscheck",-130,100,"170","2013-11-16",5180
6271,"Ali Bagautinov","Tim Elliott",140,-170,"125","2013-11-16",5181
6272,"Donald Cerrone","Evan Dunham",-125,-110,"155","2013-11-16",5182
6273,"Thales Leites","Ed Herman",-185,155,"185","2013-11-16",5183
6274,"Rick Story","Brian Ebersole",-220,190,"170","2013-11-16",5184
6275,"Erik Perez","Edwin Figueroa",-440,350,"135","2013-11-16",5185
6276,"Jason High","Anthony Lapsley",-350,275,"170","2013-11-16",5186
6277,"Sergio Pettis","Will Campuzano",-420,320,"135","2013-11-16",5187
6278,"Gian Villante","Cody Donovan",-350,290,"205","2013-11-16",5188
6279,"Vitor Belfort","Dan Henderson",-220,180,"205","2013-11-09",5189
6281,"Rafael Cavalcante","Igor Pokrajac",-335,265,"205","2013-11-09",5191
6282,"Brandon Thatch","Paulo Thiago",-400,325,"170","2013-11-09",5192
6283,"Ryan LaFlare","Santiago Ponzinibbio",-125,105,"170","2013-11-09",5193
6284,"Jeremy Stephens","Rony Jason",160,-185,"145","2013-11-09",5194
6285,"Sam Sicilia","Godofredo Pepey",105,-120,"145","2013-11-09",5195
6286,"Omari Akhmedov","Thiago Perpétuo",-155,140,"185","2013-11-09",5196
6287,"Thiago Tavares","Justin Salas",-260,210,"155","2013-11-09",5197
6288,"Adriano Martins","Daron Cruickshank",125,-145,"155","2013-11-09",5198
6290,"Tim Kennedy","Rafael Natal",-400,310,"185","2013-11-06",5200
6291,"Alexis Davis","Liz Carmouche",165,-200,"135","2013-11-06",5201
6293,"Rustam Khabilov","Jorge Masvidal",-135,120,"155","2013-11-06",5203
6294,"Michael Chiesa","Colton Smith",-145,110,"155","2013-11-06",5204
6295,"Bobby Green","James Krause",105,-120,"155","2013-11-06",5205
6297,"Dennis Bermudez","Steven Siler",-190,160,"145","2013-11-06",5207
6298,"Amanda Nunes","Germaine de Randamie",110,-130,"135","2013-11-06",5208
6299,"Lorenz Larkin","Chris Camozzi",-450,325,"185","2013-11-06",5209
6300,"Yves Edwards","Yancy Medeiros",225,-255,"155","2013-11-06",5210
6301,"Seth Baczynski","Neil Magny",-145,135,"170","2013-11-06",5211
6209,"Elias Silvério","Isaac Vallie-Flagg",-180,150,"155","2014-01-15",5119
6231,"Dennis Siver","Manvel Gamburyan",-300,260,"145","2013-12-28",5141
6205,"Yoel Romero","Derek Brunson",-230,190,"185","2014-01-15",5115
6296,"Francisco Rivera","George Roop",-135,125,"135","2013-11-06",5206
6204,"TJ Dillashaw","Mike Easton",-320,240,"135","2014-01-15",5114
6234,"Robbie Peralta","Estevan Payan",-175,145,"145","2013-12-28",5144
6247,"Mauricio Rua","James Te Huna",125,-135,"205","2013-12-06",5157
6379,"Brad Tavares","Bubba McDaniel",-500,400,"185","2013-08-28",
6384,"Zak Cummings","Benny Alloway",-130,115,"170","2013-08-28",
6304,"Ross Pearson","Melvin Guillard",130,-140,"155","2013-10-26",5214
6305,"Jimi Manuwa","Ryan Jimmo",-160,120,"205","2013-10-26",5215
6306,"Norman Parke","Jon Tuck",-180,150,"155","2013-10-26",5216
6308,"John Lineker","Phil Harris",-425,375,"128","2013-10-26",5218
6309,"Al Iaquinta","Piotr Hallmann",-160,130,"155","2013-10-26",5219
6311,"Jéssica Andrade","Rosi Sexton",-125,-110,"135","2013-10-26",5221
6312,"Cole Miller","Andy Ogle",-200,170,"145","2013-10-26",5222
6313,"Jimy Hettes","Robert Whiteford",-450,350,"145","2013-10-26",5223
6314,"Brad Scott","Michael Kuiper",265,-355,"185","2013-10-26",5224
6316,"Daniel Cormier","Roy Nelson",-500,375,"265","2013-10-19",5226
6317,"Gilbert Melendez","Diego Sanchez",-550,425,"155","2013-10-19",5227
6318,"Gabriel Gonzaga","Shawn Jordan",135,-155,"265","2013-10-19",5228
6319,"John Dodson","Darrell Montague",-425,325,"125","2013-10-19",5229
6321,"Hector Lombard","Nate Marquardt",-200,170,"170","2013-10-19",5231
6322,"Sarah Kaufman","Jessica Eye",-220,175,"135","2013-10-19",5232
6324,"Adlan Amagov","TJ Waldburger",-190,170,"170","2013-10-19",5234
6325,"Tony Ferguson","Mike Rio",-425,375,"155","2013-10-19",5235
6326,"Andre Fili","Jeremy Larsen",-200,170,"148","2013-10-19",5236
6327,"Kyoji Horiguchi","Dustin Pague",-150,135,"135","2013-10-19",5237
6328,"Jake Shields","Demian Maia",305,-355,"170","2013-10-09",5238
6329,"Dong Hyun Kim","Erick Silva",160,-180,"170","2013-10-09",5239
6330,"Thiago Silva","Matt Hamill",-350,300,"205","2013-10-09",5240
6331,"Fábio Maldonado","Joey Beltran",-170,145,"205","2013-10-09",5241
6332,"Rousimar Palhares","Mike Pierce",200,-240,"170","2013-10-09",5242
6335,"Yan Cabral","David Mitchell",-320,250,"170","2013-10-09",5245
6336,"Chris Cariaso","Iliarde Santos",140,-170,"125","2013-10-09",5246
6337,"Alan Patrick","Garett Whiteley",-260,220,"155","2013-10-09",5247
6338,"Jon Jones","Alexander Gustafsson",-875,600,"205","2013-09-21",5248
6339,"Renan Barão","Eddie Wineland",-700,500,"135","2013-09-21",5249
6340,"Brendan Schaub","Matt Mitrione",135,-155,"265","2013-09-21",5250
6342,"Khabib Nurmagomedov","Pat Healy",-270,220,"155","2013-09-21",5252
6343,"Myles Jury","Mike Ricci",-420,330,"155","2013-09-21",5253
6344,"Wilson Reis","Ivan Menjivar",115,-135,"135","2013-09-21",5254
6345,"Stephen Thompson","Chris Clements",-440,340,"170","2013-09-21",5255
6346,"Mitch Gagnon","Dustin Kimura",145,-165,"135","2013-09-21",5256
6347,"John Makdessi","Renee Forte",-155,140,"155","2013-09-21",5257
6349,"Alex Caceres","Roland Delorme",-145,125,"135","2013-09-21",5259
6350,"Daniel Omielańczuk","Nandor Guelmino",-260,220,"265","2013-09-21",5260
6351,"Glover Teixeira","Ryan Bader",-420,300,"205","2013-09-04",5261
6353,"Joseph Benavidez","Jussier Formiga",-700,500,"125","2013-09-04",5263
6354,"Piotr Hallmann","Francisco Trinaldo",250,-325,"155","2013-09-04",5264
6355,"Rafael Natal","Tor Troéng",-265,220,"185","2013-09-04",5265
6356,"Ali Bagautinov","Marcos Vinicius",-350,280,"125","2013-09-04",5266
6357,"Edimilson Souza","Felipe Arantes",230,-270,"145","2013-09-04",5267
6359,"Elias Silvério","João Zeferino",-115,-110,"170","2013-09-04",5269
6360,"Ivan Jorge","Keith Wisniewski",-280,220,"170","2013-09-04",5270
6361,"Sean Spencer","Yuri Villefort",180,-200,"170","2013-09-04",5271
6362,"Anthony Pettis","Benson Henderson",-115,-115,"155","2013-08-31",5272
6363,"Josh Barnett","Frank Mir",-185,155,"265","2013-08-31",5273
6364,"Chad Mendes","Clay Guida",-525,400,"145","2013-08-31",5274
6365,"Ben Rothwell","Brandon Vera",-150,130,"265","2013-08-31",5275
6366,"Dustin Poirier","Erik Koch",175,-210,"145","2013-08-31",5276
6367,"Gleison Tibau","Jamie Varner",-110,-110,"155","2013-08-31",5277
6369,"Hyun Gyu Lim","Pascal Krauss",190,-230,"170","2013-08-31",5279
6370,"Chico Camus","Kyung Ho Kang",190,-240,"135","2013-08-31",5280
6371,"Soa Palelei","Nikita Krylov",115,-140,"265","2013-08-31",5281
6372,"Al Iaquinta","Ryan Couture",-220,185,"155","2013-08-31",5282
6373,"Magnus Cedenblad","Jared Hamman",-130,110,"185","2013-08-31",5283
6374,"Carlos Condit","Martin Kampmann",-280,230,"170","2013-08-28",5284
6376,"Kelvin Gastelum","Brian Melancon",-300,245,"170","2013-08-28",5286
6377,"Court McGee","Robert Whittaker",155,-175,"170","2013-08-28",5287
6378,"Takeya Mizugaki","Erik Perez",145,-175,"135","2013-08-28",5288
6380,"Dylan Andrews","Papy Abedi",-330,275,"185","2013-08-28",5290
6382,"Darren Elkins","Hatsu Hioki",130,-160,"145","2013-08-28",5292
6383,"Jason High","James Head",110,-130,"170","2013-08-28",5293
6385,"Roger Bowling","Abel Trujillo",110,-135,"155","2013-08-28",5295
6320,"Tim Boetsch","CB Dollaway",-145,125,"185","2013-10-19",5230
6387,"Travis Browne","Alistair Overeem",145,-170,"265","2013-08-17",5297
6388,"Urijah Faber","Iuri Alcântara",-235,195,"135","2013-08-17",5298
6389,"Matt Brown","Mike Pyle",-130,115,"170","2013-08-17",5299
6390,"John Howard","Uriah Hall",380,-480,"185","2013-08-17",5300
6391,"Michael Johnson","Joe Lauzon",220,-245,"155","2013-08-17",5301
6392,"Michael McDonald","Brad Pickett",-320,250,"135","2013-08-17",5302
6393,"Conor McGregor","Max Holloway",-300,250,"145","2013-08-17",5303
6394,"Steven Siler","Mike Brown",180,-220,"145","2013-08-17",5304
6398,"James Vick","Ramsey Nijem",165,-205,"155","2013-08-17",5308
6399,"José Aldo","Chan Sung Jung",-900,650,"145","2013-08-03",5309
6400,"Phil Davis","Lyoto Machida",280,-320,"205","2013-08-03",5310
6401,"Cezar Ferreira","Thiago Santos",-500,365,"185","2013-08-03",5311
6341,"Francis Carmont","Constantinos Philippou",130,-150,"185","2013-09-21",5251
6303,"Lyoto Machida","Mark Muñoz",-400,300,"185","2013-10-26",5213
6396,"Manvel Gamburyan","Cole Miller",-145,125,"145","2013-08-17",5306
6315,"Cain Velasquez","Junior Dos Santos",-205,175,"265","2013-10-19",5225
6333,"Raphael Assunção","TJ Dillashaw",180,-220,"135","2013-10-09",5243
6397,"Ovince Saint Preux","Cody Donovan",-430,350,"205","2013-08-17",5307
6352,"Jacare Souza","Yushin Okami",-245,195,"185","2013-09-04",5262
6386,"Chael Sonnen","Mauricio Rua",145,-170,"205","2013-08-17",5296
6307,"Nicholas Musoke","Alessio Sakara",165,-200,"185","2013-10-26",5217
6403,"John Lineker","José Maria Tomé",-435,345,"129","2013-08-03",
6466,"Stephen Thompson","Nah-shon Burrell",-175,155,"170","2013-05-25",
6405,"Amanda Nunes","Sheila Gaff",-225,175,"135","2013-08-03",5315
6406,"Sérgio Moraes","Neil Magny",-160,145,"170","2013-08-03",5316
6407,"Ian McCall","Iliarde Santos",-470,370,"125","2013-08-03",5317
6409,"Francimar Barroso","Ednaldo Oliveira",110,-130,"205","2013-08-03",5319
6410,"Viscardi Andrade","Bristol Marunde",-200,175,"170","2013-08-03",5320
6411,"Demetrious Johnson","John Moraga",-485,385,"125","2013-07-27",5321
6412,"Rory MacDonald","Jake Ellenberger",-230,205,"170","2013-07-27",5322
6413,"Robbie Lawler","Bobby Voelker",-400,300,"170","2013-07-27",5323
6414,"Liz Carmouche","Jéssica Andrade",-600,435,"135","2013-07-27",5324
6415,"Jorge Masvidal","Michael Chiesa",-300,240,"155","2013-07-27",5325
6416,"Danny Castillo","Tim Means",-275,230,"155","2013-07-27",5326
6418,"Daron Cruickshank","Yves Edwards",-190,160,"155","2013-07-27",5328
6419,"Ed Herman","Trevor Smith",-200,160,"185","2013-07-27",5329
6420,"Germaine de Randamie","Julie Kedzie",-200,155,"135","2013-07-27",5330
6421,"Justin Salas","Aaron Riley",-240,190,"155","2013-07-27",5331
6422,"Yaotzin Meza","John Albert",190,-250,"135","2013-07-27",5332
6423,"Chris Weidman","Anderson Silva",195,-240,"185","2013-07-06",5333
6425,"Tim Kennedy","Roger Gracie",-160,130,"185","2013-07-06",5335
6426,"Mark Muñoz","Tim Boetsch",105,-125,"185","2013-07-06",5336
6427,"Cub Swanson","Dennis Siver",-190,160,"145","2013-07-06",5337
6428,"Andrew Craig","Chris Leben",-155,125,"185","2013-07-06",5338
6429,"Norman Parke","Kazuki Tokudome",-150,120,"155","2013-07-06",5339
6430,"Gabriel Gonzaga","Dave Herman",-170,150,"265","2013-07-06",5340
6431,"Edson Barboza","Rafaello Oliveira",-600,450,"155","2013-07-06",5341
6432,"Brian Melancon","Seth Baczynski",240,-300,"170","2013-07-06",5342
6433,"Mike Pierce","David Mitchell",-700,500,"170","2013-07-06",5343
6434,"Rashad Evans","Dan Henderson",-200,160,"205","2013-06-15",5344
6435,"Stipe Miocic","Roy Nelson",225,-285,"265","2013-06-15",5345
6437,"Alexis Davis","Rosi Sexton",-500,400,"135","2013-06-15",5347
6438,"Shawn Jordan","Pat Barry",-115,-120,"265","2013-06-15",5348
6439,"Jake Shields","Tyron Woodley",190,-220,"170","2013-06-15",5349
6440,"James Krause","Sam Stout",245,-300,"155","2013-06-15",5350
6441,"Sean Pierson","Kenny Robertson",-150,125,"170","2013-06-15",5351
6442,"Roland Delorme","Edwin Figueroa",-150,125,"135","2013-06-15",5352
6443,"Mitch Clarke","John Maguire",220,-250,"155","2013-06-15",5353
6444,"Yves Jabouin","Dustin Pague",-350,275,"135","2013-06-15",5354
6446,"Leonardo Santos","William Macário",-170,160,"170","2013-06-08",5356
6447,"Thiago Silva","Rafael Cavalcante",185,-230,"205","2013-06-08",5357
6448,"Erick Silva","Jason High",-425,350,"170","2013-06-08",5358
6449,"Daniel Sarafian","Eddie Mendez",-450,350,"185","2013-06-08",5359
6450,"Rony Jason","Mike Wilkinson",-350,270,"145","2013-06-08",5360
6451,"Raphael Assunção","Vaughan Lee",-430,350,"135","2013-06-08",5361
6452,"Felipe Arantes","Godofredo Pepey",-225,185,"145","2013-06-08",5362
6453,"Ildemar Alcântara","Leandro Silva",-175,150,"170","2013-06-08",5363
6454,"Rodrigo Damm","Mizuto Hirota",-155,135,"145","2013-06-08",5364
6456,"Antônio Braga Neto","Anthony Smith",-250,200,"185","2013-06-08",5366
6457,"Cain Velasquez","Antônio Silva",-700,550,"265","2013-05-25",5367
6459,"Glover Teixeira","James Te Huna",-400,325,"205","2013-05-25",5369
6460,"TJ Grant","Gray Maynard",130,-170,"155","2013-05-25",5370
6461,"Donald Cerrone","KJ Noons",-280,240,"155","2013-05-25",5371
6462,"Mike Pyle","Rick Story",130,-170,"170","2013-05-25",5372
6463,"Dennis Bermudez","Max Holloway",-300,250,"145","2013-05-25",5373
6464,"Robert Whittaker","Colton Smith",130,-160,"170","2013-05-25",5374
6465,"Khabib Nurmagomedov","Abel Trujillo",-300,240,"155","2013-05-25",5375
6467,"George Roop","Brian Bowles",240,-300,"135","2013-05-25",5377
6468,"Jeremy Stephens","Estevan Payan",-200,160,"145","2013-05-25",5378
6469,"Vitor Belfort","Luke Rockhold",-110,-115,"185","2013-05-18",5379
6473,"Nik Lentz","Hacran Dias",-115,-115,"145","2013-05-18",5383
6474,"Francisco Trinaldo","Mike Rio",-350,270,"155","2013-05-18",5384
6475,"Gleison Tibau","John Cholish",-255,215,"155","2013-05-18",5385
6476,"Paulo Thiago","Michel Prazeres",-200,175,"170","2013-05-18",5386
6477,"Iuri Alcântara","Iliarde Santos",-575,450,"135","2013-05-18",5387
6478,"Fábio Maldonado","Roger Hollett",-275,225,"205","2013-05-18",5388
6479,"John Lineker","Azamat Gashimov",105,-130,"125","2013-05-18",5389
6480,"Jussier Formiga","Chris Cariaso",-175,150,"125","2013-05-18",5390
6481,"Lucas Martins","Jeremy Larsen",-350,275,"155","2013-05-18",5391
6482,"Jon Jones","Chael Sonnen",-1000,675,"205","2013-04-27",5392
6483,"Michael Bisping","Alan Belcher",-175,150,"185","2013-04-27",5393
6484,"Roy Nelson","Cheick Kongo",-245,190,"265","2013-04-27",5394
6486,"Jim Miller","Pat Healy",-285,230,"155","2013-04-27",5396
6487,"Rustam Khabilov","Yancy Medeiros",-215,180,"155","2013-04-27",5397
6489,"Sara McMann","Sheila Gaff",-600,450,"135","2013-04-27",5399
6490,"Bryan Caraway","Johnny Bedford",105,-130,"135","2013-04-27",5400
6491,"Cody McKenzie","Leonard Garcia",175,-210,"145","2013-04-27",5401
6492,"Steven Siler","Kurt Holobaugh",-120,110,"145","2013-04-27",5402
7207,"BJ Penn","Jon Fitch",160,-190,"170","2011-02-26",6143
6494,"Benson Henderson","Gilbert Melendez",-330,270,"155","2013-04-20",5403
6495,"Daniel Cormier","Frank Mir",-390,310,"265","2013-04-20",5404
6496,"Josh Thomson","Nate Diaz",130,-155,"155","2013-04-20",5405
6498,"Chad Mendes","Darren Elkins",-640,460,"145","2013-04-20",5407
6499,"Francis Carmont","Lorenz Larkin",-120,-110,"185","2013-04-20",5408
6500,"Myles Jury","Ramsey Nijem",-220,180,"155","2013-04-20",5409
6501,"Joseph Benavidez","Darren Uyenoyama",-595,415,"125","2013-04-20",5410
6470,"Jacare Souza","Chris Camozzi",-600,425,"185","2013-05-18",5380
6404,"Anthony Perosh","Vinny Magalhães",375,-500,"205","2013-08-03",5314
6471,"Rafael Dos Anjos","Evan Dunham",-220,180,"155","2013-05-18",5381
6458,"Junior Dos Santos","Mark Hunt",-475,400,"265","2013-05-25",5368
6510,"Bubba McDaniel","Gilbert Smith",-240,190,"185","2013-04-13",
6520,"Matt Mitrione","Phil De Fries",-275,225,"265","2013-04-06",
6528,"Ryan LaFlare","Benny Alloway",-285,235,"170","2013-04-06",
6565,"Nah-shon Burrell","Yuri Villefort",130,-155,"176","2013-02-23",
6505,"Yoel Romero","Clifford Starks",-175,145,"185","2013-04-20",5414
6506,"Urijah Faber","Scott Jorgensen",-475,375,"135","2013-04-13",5415
6507,"Kelvin Gastelum","Uriah Hall",285,-300,"185","2013-04-13",5416
6508,"Cat Zingano","Miesha Tate",-120,115,"135","2013-04-13",5417
6509,"Travis Browne","Gabriel Gonzaga",-250,200,"265","2013-04-13",5418
6511,"Josh Samman","Kevin Casey",-500,400,"185","2013-04-13",5420
6512,"Luke Barnatt","Collin Hart",-120,-115,"185","2013-04-13",5421
6513,"Dylan Andrews","Jimmy Quinlan",-155,125,"185","2013-04-13",5422
6514,"Clint Hester","Bristol Marunde",-150,130,"185","2013-04-13",5423
6516,"Maximo Blanco","Sam Sicilia",-225,175,"145","2013-04-13",5425
6517,"Daniel Pineda","Justin Lawrence",-115,-115,"145","2013-04-13",5426
6518,"Gegard Mousasi","Ilir Latifi",-1000,600,"205","2013-04-06",5427
6519,"Ross Pearson","Ryan Couture",-350,300,"155","2013-04-06",5428
6521,"Brad Pickett","Mike Easton",-160,135,"135","2013-04-06",5430
6522,"Diego Brandão","Pablo Garza",-220,170,"145","2013-04-06",5431
6524,"Reza Madadi","Michael Johnson",250,-290,"155","2013-04-06",5433
6525,"Tor Troéng","Adam Cella",-250,210,"185","2013-04-06",5434
6526,"Adlan Amagov","Chris Spang",-200,170,"170","2013-04-06",5435
6527,"Conor McGregor","Marcus Brimage",-155,130,"145","2013-04-06",5436
6530,"Papy Abedi","Besam Yousef",-135,110,"170","2013-04-06",5439
6532,"Johny Hendricks","Carlos Condit",-115,-115,"170","2013-03-16",5441
6533,"Jake Ellenberger","Nate Marquardt",-150,125,"170","2013-03-16",5442
6534,"Chris Camozzi","Nick Ring",130,-150,"185","2013-03-16",5443
6535,"Mike Ricci","Colin Fletcher",-450,350,"155","2013-03-16",5444
6536,"Patrick Cote","Bobby Voelker",-200,175,"170","2013-03-16",5445
6537,"Darren Elkins","Antonio Carvalho",-250,210,"145","2013-03-16",5446
6538,"Jordan Mein","Dan Miller",-315,255,"170","2013-03-16",5447
6540,"Rick Story","Quinn Mulhern",-385,300,"170","2013-03-16",5449
6542,"George Roop","Reuben Duran",110,-130,"135","2013-03-16",5451
6543,"Wanderlei Silva","Brian Stann",260,-325,"93","2013-03-02",5452
6544,"Mark Hunt","Stefan Struve",180,-205,"120","2013-03-02",5453
6545,"Diego Sanchez","Takanori Gomi",-225,180,"70","2013-03-02",5454
6546,"Yushin Okami","Hector Lombard",170,-200,"84","2013-03-02",5455
6547,"Rani Yahya","Mizuto Hirota",135,-150,"66","2013-03-02",5456
6548,"Dong Hyun Kim","Siyar Bahadurzada",-185,165,"77","2013-03-02",5457
6550,"Takeya Mizugaki","Bryan Caraway",-230,185,"61","2013-03-02",5459
6551,"Kazuki Tokudome","Cristiano Marcello",-130,-110,"70","2013-03-02",5460
6552,"Alex Caceres","Kyung Ho Kang",-120,-115,"61","2013-03-02",5461
6553,"Hyun Gyu Lim","Marcelo Guimarães",-285,235,"77","2013-03-02",5462
6554,"Ronda Rousey","Liz Carmouche",-1000,650,"135","2013-02-23",5463
6555,"Lyoto Machida","Dan Henderson",-220,180,"205","2013-02-23",5464
6556,"Urijah Faber","Ivan Menjivar",-375,300,"135","2013-02-23",5465
6557,"Court McGee","Josh Neer",-370,300,"170","2013-02-23",5466
6558,"Robbie Lawler","Josh Koscheck",285,-375,"170","2013-02-23",5467
6559,"Brendan Schaub","Lavar Johnson",-130,-125,"265","2013-02-23",5468
6560,"Michael Chiesa","Anton Kuivanen",-200,170,"155","2013-02-23",5469
6561,"Dennis Bermudez","Matt Grice",-425,325,"145","2013-02-23",5470
6562,"Sam Stout","Caros Fodor",140,-165,"155","2013-02-23",5471
6564,"Neil Magny","Jon Manley",-155,135,"170","2013-02-23",5473
6566,"Renan Barão","Michael McDonald",-300,265,"135","2013-02-16",5475
6567,"Cub Swanson","Dustin Poirier",-110,-125,"145","2013-02-16",5476
6568,"Jimi Manuwa","Cyrille Diabate",-205,185,"205","2013-02-16",5477
6569,"Gunnar Nelson","Jorge Santiago",-345,275,"170","2013-02-16",5478
6570,"James Te Huna","Ryan Jimmo",-230,190,"205","2013-02-16",5479
6572,"Renee Forte","Terry Etim",265,-365,"155","2013-02-16",5481
6573,"Danny Castillo","Paul Sass",-115,-115,"155","2013-02-16",5482
6574,"Andy Ogle","Josh Grispi",145,-160,"145","2013-02-16",5483
6575,"Tom Watson","Stanislav Nedkov",-130,105,"185","2013-02-16",5484
6576,"Vaughan Lee","Motonobu Tezuka",-145,125,"135","2013-02-16",5485
6577,"Phil Harris","Ulysses Gomez",185,-225,"125","2013-02-16",5486
6580,"Antônio Silva","Alistair Overeem",375,-475,"265","2013-02-02",5489
6581,"Demian Maia","Jon Fitch",160,-200,"170","2013-02-02",5490
6582,"Joseph Benavidez","Ian McCall",-225,190,"125","2013-02-02",5491
6583,"Evan Dunham","Gleison Tibau",-135,115,"155","2013-02-02",5492
6584,"Tyron Woodley","Jay Hieron",-160,150,"170","2013-02-02",5493
6585,"Bobby Green","Jacob Volkmann",340,-450,"155","2013-02-02",5494
6587,"Dustin Kimura","Chico Camus",125,-145,"139","2013-02-02",5496
6590,"Glover Teixeira","Quinton Jackson",-275,225,"205","2013-01-26",5499
6591,"Anthony Pettis","Donald Cerrone",-160,140,"155","2013-01-26",5500
6592,"Ricardo Lamas","Erik Koch",185,-230,"145","2013-01-26",5501
6593,"TJ Grant","Matt Wiman",-185,160,"155","2013-01-26",5502
6594,"Clay Guida","Hatsu Hioki",-250,190,"145","2013-01-26",5503
6595,"Pascal Krauss","Mike Stumpf",-285,225,"170","2013-01-26",5504
6596,"Ryan Bader","Vladimir Matyushenko",-550,450,"205","2013-01-26",5505
6597,"Shawn Jordan","Mike Russow",120,-150,"265","2013-01-26",5506
6598,"Rafael Natal","Sean Spencer",-250,210,"185","2013-01-26",5507
6600,"Vitor Belfort","Michael Bisping",-120,-115,"185","2013-01-19",5509
6586,"Isaac Vallie-Flagg","Yves Edwards",190,-220,"155","2013-02-02",5495
6504,"Anthony Njokuani","Roger Bowling",-185,155,"155","2013-04-20",5413
6579,"Rogerio Nogueira","Rashad Evans",425,-550,"205","2013-02-02",5488
6571,"Che Mills","Matthew Riddle",-125,-110,"170","2013-02-16",5480
6588,"Francisco Rivera","Edwin Figueroa",-320,260,"135","2013-02-02",5497
6503,"TJ Dillashaw","Hugo Viana",-330,260,"135","2013-04-20",5412
6523,"Akira Corassani","Robbie Peralta",400,-500,"145","2013-04-06",5432
6531,"Georges St-Pierre","Nick Diaz",-525,425,"170","2013-03-16",5440
6601,"CB Dollaway","Daniel Sarafian",130,-155,"185","2013-01-19",5510
6620,"Todd Duffee","Phil De Fries",-375,300,"265","2012-12-29",
